text,labels
يا كلبوبات يا ولاد كوم شكاير النوتيلا,1
عمك ياسر 🐒,0
"بايع الكليجامحتاجين ابو لهب يدفن بنات الذين, وكثر ما انتقدنا تصرفه الا اني اشوف انه صادق 🙂 👊",0
ياخذوون صور محمد البشيري ويقولون ذا هو حق كليجه 😭 🔪,0
يا عار يا فضيحة يهزبو فيكم عالميا هكي! طياح سعدكم وخلاص كذابين,1
اخوه والله لو تدري الي عندك مكان هذي علومك كفايه عليها انك عسكري زبال 😷,1
الله ياخذك يا موسى يا بلاء من الله,1
احصلها من عيني ولا من بطني 👊 💔,0
هذي 😣,0
كل زق يا خنيث يا جرار يا نيفيا يا ابن القحبه,1
21 ابريليا زول يا عاتي يا زينالفرحو الامريكانوالربحو تجار الدينكتلوك وكان قاصدينفى ذاتك ناس تانين.,1
هدوء استغل اخطاء خصمك تكفى يا نصر فز تكفى ان العاهرات سيرقصون على سقوطك تكفى يا نصر تكفى يا نصر تكفى الاتحاد النصر,1
اكيد لاء 😣 🙋,0
سعر الطماط في الدانوب دبل سعره في العثيم وبنده واسواق المزرعه والعثيم عرض عندهم كيلو عليك وكيلو علينا هذا سعر الطماط اجل كيف اسعار الخضار الثانيه الدانوب في العروض 👎 للاسف اني من الناس الي راح تقاطع الدانوب,0
هاڤانا اوناناه طلعت مزروفه للاسف 👎 👎 زارفينها من اغنية ثانيه,0
ان شاء الله لا 😂 👊 👊,0
افضح معنفكايام كنا بالابتدائي كانو يشغلون لنا فيلم اليقين يجييون كيف يكقنون الميت ويدفنونهوكانوا مع الصبح يسوون محاضرات عن عذاب النساء في النار بالوصف غير اللي تسوي المحاضرة تشاهق وتصيححسبي الله عليهم جايو لنا الرغب والخوف حتى نخاف ننام وقتها 💔 😣,1
صباحك ورد يا التاهومافيه روج 😡,0
انتي ماتحبيني 😡,0
انت من اولها شلوتي وبلاربعه ولا بحياتك حققتها 🐸 🐸,1
سبب التعميم لغة الجهلا 😠,1
مش نازلينقسما بالله يا حزب الزور يا شحاتين يا كلاب السيسي او بالاصح اي نظام ف البلد بتكونو كلابه لو السيسي قالكو حرفو ف القران لهتحرفو حسبي الله ونعم الوكيل,1
انت اكبر طقطقه يا خدمي يا وضيع منافس على الهبوط وخارج من العربيه ولك وجه تتكلم ه,1
تعاقدت مع نادي صغير 🐸 🐸 😂,0
يا طاقية المشكلة ليست في محمد بن فيصل ولا زوران المشكلة هذا راح هذا بح هذا اللي كان يدفك يا صغير يا فاشل يا ضعيف ✋.,1
☹ ️ 😤 😤 هين ي ام شعفه,1
زين ما طاح الوزار 😷,0
مدري شقول لكم بس هالاشكال كثرانه هالايام 👎,1
انشهد اني مانمت 😣 💔,0
ايش قلة الادب والمصخره ذي 😤 😭 💔! -تصيح بالزاويه-,1
صلاه الجنازه القادمه انت احول صدق! ماهو كذا النصح 👊,1
اخيه 😷 😂 🏃 ♂ ️ 🏃 ♂ ️,0
يرفس له حروف والطباخه النتفه 🏃 ♂ ️ 🏃 ♂ ️ 🏃 ♂ ️ 🐏,0
😂 👊 طيب جبهتيي,0
بايع الكليجايا امة ضحكت من جهلها الامم 👊,1
كاتبة ع حسابك قحبة بنت قحبة 😏 و بتتعجبي انهم بيبعثو صور ازباب 😏 عايزهم يبعثو لك ايه?! ادعية مثلا 😏 طوز ع العقلية 🖕 🖕,1
اجل نجلد ونخليهن لين يهبطن 😤 😂 اي والله نضيعنا ومانلقانا 💔 😂 😂,1
بدات احس فعلا ان مش حيجي يوم حلو .و ان هي دي طبيعية الحياة اصلا وشكلها .و ان اي تخيلات لحاجة حلوة ممكن تحصل .ما هي الا شوية احداث مفتعلة من دراما المسلسلات والافلام 👎,0
ه مامنك فود والله هاك 👊 👊,0
ايون انطق بسرعه مع اليوزر كمان 😂 😂 👊,0
نعال والله انت 👊 كل الجمال اللي فيه كنه امير و تقول ذوقنا نعال اعقب بس 😏,1
ياخي اذا انتي دكتورة و شفتي التعب على وجه البنات استحي على وجهك و اختصري الموضوع و اطلعي لان مليون في الميه هم مو مركزين معاك و جالسين يسبونك في روسهم ولا جالسني ورا نايمين 😂 💩,1
رجع ذا الذيب عط سداح فرصة ه 👊 ه,0
لا تفكرين انه اخذ حيوانه .بيصير حيوان 😠,1
المعلقين الكبار يقولو سيداتي سادتي يعني النساء قبل الرجال لكن الي يبغى رتويت مشكله 👎.,0
وجيهكم طايحه من زمان 😂 🐏,1
", انتم يا خونه خدامين الصهيونية و الماسونية العالمية ويستخدمونكم فى تدمير الاوطان وتدمير الانسانيةيا عبيد المال والنساء. يا خوارج يا خرفان يا ولاد جهاد النكاح",1
مابتحسش 👊,1
• القيادة الان ابنعوف يا كوز و يا مندس. و زي بشة تاني تسقط بس ✌ ✌ ابنعوف يا كوز و يا سفاح اعتصامنا الليلة ل ا...,1
مايسمعون الحجي زفيهم 😂 👊,0
ايهه كثير وماعندهم شيء غير تهريج 😷,0
ده تاني هنا ي للقرف 😂 💔 🐸 😖,1
خد خد ادولا 🐄,1
دام بعضهم وكذا وعاجبينك. فالله يعين اللي تاخذ امثالك 👎 وربي لا يبلانا,1
يبي يلفت نظر الجنس الاخر معه 🤢,0
انا هشتري 🐸,0
بايع الكليجاالحين الشباب قايمين ع البنات ليش خاقين ع المز ذا طيب نسيتو بنت ترامب لمن صرتو خرفان عندها لا وبعد فيه خرفان حطو لها شيلات 🐏,1
"اوف يا شرير! 7 و 8 افضل لعبتين عندي بالحياه 😣 بدك نصيحتي يا فهد? اسحب على الريميك و العب الاصليه, لانه التجربتين (بغض النظر عن اذا في فرق كبير بالمستوى او لا بالنسبة لك) راح تكون مختلفه جدا هذا شي اكيد! لكن مع الاصليه ما اظن انك بتندم, الاخراج حتى بمعايير دحين ما زال عظيم ❤",1
شايفك يا اكتئاب يا وسخ يابتاع سنه تالته انت وانت جاي اهو,1
انتو ماتحرفون وبس انتو تغنون بالقران 👞,1
خيير تعالوو مانبي خصمم 💔 💔 🔪 🔪,0
تقارير تتحدث عن صفقة خيالية مفادها ان باريس سان جيرمان يخطط من اجل نيمار لصفقة خيالية مع برشلونة بحيث يتم تقديم مبابي للبرسا مقابل جلب كوتينيو لباريس 😣 هل هذا منطقي? 🤔 😶 برشلونة باريس سان جيرمان,0
مقاس رجلها 48 ☺ 👠 وتجي تقول انا اخاف من الصراصير وهي اصبع رجلها الكبير 👣 يقتل حنش 🙄 👌 🐍 😂 المهم متابعيني الي يبيني امر حسابةنت...,1
👍 👍 اذا البنت اللي فطرتها الخجل تسوي كذا .اجل وش نقول عن العيال? 😣,0
والله يا انت مسخرة يا نايفكو 😳 وحتى وصف ليبرالي على قبحه حسافه يطلق على مثلك هفلوكنت تعرف الدين عرفت ان هذا ل.,1
وضع البرشلوني وهو يحتفل ليلة على انغام افتحي يا وردة اغلقي يا وردة 😂,1
ايه فازعه معنا عندك شي وشرايك عاد تبي تفزع مع التاق حقكم يا طواقي اص روح صيح وقول يا هلالالالالالالالالال ياهلالالالالالالالالالالالالال 😩 😂 😅 حره مظغوطين مظغوطين يا جحافله والله يا جيتكم ايام ش,1
الله يحوم كبدكم وياخذه معكم 😷 تعدوا الرخص,1
بس يا عجل يا خرتيت. انت مال اهلك بشوبير و الاهلى?!,1
وش هالتلوث وع 🤢,0
عايز اربى كلب 🐕 🐕,0
لما اعيد سناباتها مليون مرا 😤 ❤ ️ ❤ ️ ❤ ️!,0
في ناس عايشين بوجهين ولا وجه فيهم ينبلع 🌚 🔪 🔪,1
هاي يقلع ابليسك 😂 👊,1
تردو على غبي مثل هادا 😩 😩 😣 عطيولو بلوك وصاي هادا ما يستاهل,1
ما عندهم الا اندونيسيات عقد 3 اشهر 9900 حسبي الله ونعم الوكيل ثلاثه اشهر بعشره ليه 😡,0
تحمل ذات الصفات من فصيلة الذبابيه والترقيه حثيليات واهم شي القبيله ذباباويه 😷,1
ااح 🔥 🔥 🔥 🔥 اهز للجادين من يبي ينيك 👠 رتويت,1
احنا محفولين مكفولين 🐸,0
"يا لينا يا بقرة صاحب الرد يوصف البلاد العربيه ما يوصف السعودية بس, يعني له دخل الاخ عمر",1
مستكترين عليها كل حاجه 😑 😣,0
يا حيوان يالمجلس 😂 👊,1
ضع لجنه في اسم فيلملجنه الظلام 😂 🐸,0
يا فاقد للشرعية. يا عميل السوريةختيار مهرهر مهزوم .و عمرك قرب للميةمندعي و منصلي للر.,1
اسوء شيئ اللي يجيك وانت مبسوط على الاخر ويعلي على التلفزيون ويقعد دقيقتين ويروح ويخليك تكره القعده التلفزيون يلعلع والحمار مشى! والثاني اللي يفتح باب الحمام العمومي عليك ويعاتبك ليش ماقفلة الباب هذا والله الحمار الصجي 😂 حمام يحمار مسكر عمومي بسوق او بمسيد الخ لاتفتحه 😡 🌵,1
النعاس يجيب النوم 😴 طيب ليش الجوع ما يجيب معاه الاكل 😁 صح ولا لا 🌚 👊 ليش هيك 💔 👊 😂 😂 ✌,0
لا تكن امعة. 😣 يقولوا ان احسن الناس احسنا و ان اساؤوا اسئنا .كن انت,0
افلهاا. 😂 😉 🙊 😜 👊,0
"وانتي شكوو شدخلج, اذا ماتعرفين الضحك يلا انقلعي لاتدشين منشني,, 👊",1
شكلي انا اللي بحط السيخ الحامي في صرصور اذنك 🔪 🔪 😂,1
"""كل اللي معاك في الصورة غابوطنك والاهل والصحاب كام واحد ودع وساب? من غير اسباب"" 😏 😣",0
"الحمدلله على نعمة العقل, يا ملحد و يا كافر و كلام فيهو تبلي على الناس, انتا منو البتكفر بي مزاجك و ملحدين.",1
اه يا طنط يا معرصة انا هبقى احسن منك و من عيالك كلهم يا ولية يا جلياطة,1
الله ياخذها ماصدقت تشوف امي داخله المدرسه كبت كل عشاي عندها وعع ولا تبيني اتاسف ه تبطين ياحبيبتي زق عليك ولا على المدرسه بكبرها 🖕,1
يوه ازعجو اهلي فيه في كل مكان يطلع ولله وفي بعض البنات ما يستحو يصوره كل شوي واحده مصورته 💔 🙂 🔪,1
بايع الكليجا يارب ينحذف هالتاق لانه شئ يفشل 😷,1
احتفالات مين ياوضيع تلعب ب اجانب من جميع القارات ولاعبين دوولين وانا السنتر لعب ظهير والظهير لعب سنتر ونلعب باجنبين فقط وقت مااكون ف اعز مستوى صدقني ل تلقم ال8 واذا ناسي افكرك 🐸,1
يعني انا بقالي فترة مبطل اتكلم ف السياسة. بتسرقوا الاكونت ليه ياولاد الكلب 👊,1
خللاص تكفون لاتنشرون صوره 😷,0
اسالهم كم مره حققناه متصدرين? وكم مره حققناه بين عيونهم 🤣 🐸,0
ابعتيلى طيب 😂 👊,0
يا شين الطاري 🔪,0
كليله مالش على ولدنا 😤,0
تذكرت لما كنا خاقين ع ايفانكا ونمدح فيها 😷,0
"قسم بالله ان تلفوني 24 ساعه بايدي, اذا دقيتي و مارديت لاتردين تدقين 😅 😤",0
ه ضفادع 🤣 🐸,0
دامك مقيم انكتم وخل اهل الرض الاصليين يتكلمون 💩,1
"عندما لا ترى الا الجزء السيء مني, فانا غالبا ابين لك ما يناسبك فقط. 😎 💪 💪 👊",0
المشكلة البنات المجتمعات مصدقات انه يفكر ياخذ وحده منهن من يفكر ببنت تروح تلاحق الرجال! جيل ما تربى مع الاسف 🙈 🙊 😠,1
حبج لي اكتروني 😡,0
صلاه الجنازه القادمه انت الله اكبر عليك 👊 اش هالتاق,0
عادي جدا او انا الي الدنيا متساويه عندي ما عاد يفرق معي شي 🤢,0
ماتتخيلين كميه القرف اللي انا فيه من مصخره الاحوال 😡 👊,1
تقصف في احياء سكنية بالجراد لعنة الله عليكم فالدنيا والاخرهيا عشاق العبوديه يا رعاع يا عدمي الانسانيه ومتجردي الوطنيه حفتر مجرم حرب Heftar is a war criminal,1
بسبب هذه المهازل يفقد الشخص شغفه وحبه للمصارعة الحرة 👎 👎 يعني هذه الخطة اتسربت من سنة والكل كان متوقعها ما في اي مفاجاة او اي تغيير تفوز رومن وتحاول تخليه يتصدر المنيا 4 مرات على التوالي 👎 اتمنى يدخل سترومان كطرف ثالث وياخذ هو اللقب في المنيا اتمنى,0
وده سلاح ذو حدين اضطرو يستخدموه لانو لو فشل بضربهم في المقتل ولو نجح بيضربو الثورة في المقتلبالمختصر كدة يا تصيب يا تجلي وكدة كدة نحن ما خسرانين لانو فقدنا الشعب فالموضوع ما فارقالاسلوب ال تم استخدامه من قبل الكيزان قبل يوم 6 دليل كافي انو الناس ديل ما ح يخلوها اخوي اخوك,1
اغار من ايش! عشانها تزوجت امريكي! من قال اني اتمنى امريكي وبموت لو ما اتزوجهم! وش ابي بالخبلان ما اتشرف بالامريكان ولا يشرفوني اتزوج منهم 😷 😷,1
الجامعه تختنق من الزحمه 😷,0
قصة قصيرة كان ياماكان 😡 لم يعد احد كما كان 😂,0
صح لسانك 🙄 🚬 اسكبي لي قليلا من التفاح التاكيلا 😋 🥂 🏃 ♂ ️ تبا لهم 😆 👊,1
يا نجس يا ابن الوسخه يا كهربا,1
زعلانه على عيالي ماخلوني اروح المسيره لا امس ولا اليوم 😓 قلت لهم لحد يقولي يمه اليوم 😡 ارسلي ولدي مسج يقولي دندونه ولا عليج امر ضبطي العشا اليوم ملعون الجدف يقلد ابوه 👌 😉 😂,0
اي والله فشيلة الله يهديهم ولا يكثر من امثالهم يفشلون والله 💔 😣 والا من متى كانوا الخليجيات قليلات حيا والله قبل يضربون فينا الامثال 💔 😔,1
تلوث سمعي 😣 من جدها ذي 😕!,0
شعب الله المتحشر 🤮,1
بايع الكليجا 😡 اهجدن,0
عملت من حالها قصة وهي ما بتسوى 👠 للاسف يا حضرة اللواء انت عطيتها هالفرصة?! من هاي اصلا?! وشو مستواها المهني غير العرض?! مش لازم كان ينرد ع هيك عالم; علاج الجاهل التجاهل,1
بنات طايحين عند واحد يبيع كليجا 😷,0
ليت الجمس الاسود يمر ويسحبون بركبك السود عشان تكبين التريقه ثاني مره 😠,1
!? 👎 قمة الانحطاط والابتذال,1
يالله ياربي زين حد بيتكلم وبيرد عن الفقيرات 😣 😣 بعض الكائنات عقلها مريض بالفعل- تغريدة بمحلها 🌹,1
صور من حفل موسيقى هارد روك في العاصمة 😒 ولهذا السبب اتمنى من اعماقي قلبي سقوط نيزك عظيم يرحي هذه البقعة 😡,1
يا ملعون ابوكي يا ممسحة الفن,1
بايع الكليجا الشعب استخف والله 👎,0
يا متورد يا خضعي لاسيادكزعلان ليش قاومناهم ه,1
وانت روح كل بلاليط وكبتشينو بينونه يا ذباب دحلان 😷 👎.,1
روح يا ابن الزنا يا كلب يا فاسد انت وحكومتك ورئيسك يا زوامل يا عيال شحيبر حكومة ورئسة,1
"بايع الكليجا صدق ان اللي استحوا ماتوا, الرجال مستحي اكثر من قليلات الحياء اللي يصورونه 👎 👎",1
ما تضحك خذلك تفله على وجهك وحرك من هنا يا مهان يا خادم الفرس الاجرب 🤣 💦,1
لاحولناقصه هاكيكه 👊 😂,0
ي شينك بس 😒 😒 🔪 🔪 لق لق لق ع الفاضي حاشر نفسك ف كل هاشتاق ي فيلسوف زمانك 🙄,1
عيني عينك التكييس 😂 👊,0
ده ع اساس انك فاهمه صح 😂 👊,1
انتبه وانت تزرف 😣 😂 😂,0
دى شرعية امك يا روح امك يا 🐑 بلوك يا ارهابى,1
الخليج عربي يا بهيمة وليس فارسي يا مجوسي يا خنزير,1
"هبعد كل اللي صار وشفناه, الى الان بتراهنوا على الامريكان والادارة الامريكية?! انتم يا مجانين يا عرصات يا خونة, ولكم انتوا منين جايين? يخرب بيتكم",1
اي والله قلت الحق 😡 والخير مقبل 👎,0
الاخوات اللي كذا يجوز ذبحهم 🔪 🤦 ♀ ️,1
صلاه الجنازه القادمه انت ايوه تو هادم لذات دنيوي مار علي 😖 يعني ما ادري هالعينات وش يبون? دعاوي? تحسب? كره? 😡 خلاص كلها استهلكناها,1
بس يا بواب يا ابن ستين وسخه دى جزمتها انضف من امك,1
سعوديات نطلب اسقاط الولايه600 عوذه 😡 يحلات اشوحط للي حاط الهشتاق وامسجه ليت يتفل العافيه ونجره اي والله,1
الله لايبشركم بالخير ابلعو بلوك 🙀 😡,1
يا خائن يا ما تسلم حتى,1
الدكتورة طردتني لانه عندي سم اوف بيبر نوت ا نوت 😑 😡,0
واحد جاه مولود وقاعد يلاعبه يبي يضحكه قالت لهزوجته مايضحك الا بعد اربعين يومقال بعد الاربعين كلنا بنضحك 😂. تفهم ما تفهم مشكلتك 😂 🔪 🏃,0
😂 🚶 مانتي هتبقي مكانهم في يوم من الايام 😐 💔 وهتعزميني كمان 😣,0
كله متعكره معاي 👎,0
تعملوا بيها اعلانات تجيبوا فيها نجوم سينما بالملايين زي كريم و عز و تصرفوا فلوسنا علي دعم فرق كوره لا يبقي سوري يعني ناخد حقنا احنا الاول يا شوية فشله و تشتغلوا بضمير و تدونا خدمه دافعين تمنها يا فشله يا لصوص يا راس هرم الفساد ف مصر معلش انت مش عارف تشغلهم,1
معقوله وصلو ذي المرحله البنات 🤢,0
والله الكارثه تواجدك في الساحه الرياضيه وهذا حق مشروع لجميع الانديه المشاركه في بطولة الملك او غيرها لن تتطور رياضتنا بتواجد امثالك 👎,1
خندق! قصدك فندق? نعم هم تركوا النضال وايام الخنادق واتجهوا الى نضال الفنادق 5 نجوم لو اكثر 👎 😡,0
اه يا اليغري يا جبان راح تتعبنا انت واياكس يوفينتوس,1
العربية متكلمة عن بائع الكليجا 😳 🙃 وين وصلنا! من جد شيء يفشل 🤢,0
يارب هما لاخر عمرريي) 🦄 🌟.!,0
الحياء ماسك زاويه ويبكي تخلف وربي 😤 بايع الكليجا,1
يقولون من زان شعرها زان يومها مادري من اللي قايلة بس اشهد انه صادق 👊 😁 صباحكم ناس مواصلة وبتجيب العيد 😊,0
يارباه زين والله طلعتي تستوعبين 🤣 🤣. انا قلت يابت العيد 👊 🔪,0
يخرب بيتكم يا وضيعين يا هلاليين الفوز للاتحاد ومستحقينه الكل متفق على كذا وفوزنا عليكم مستحقينه تجيبون طاري مباراتنا ليه ليه,1
صلاه الجنازه القادمه انت. صاحب الهشتاق وينه دلوني عليه 🌚 👊 جعلك قبلي تموت وادعيلك 💔 😊,1
الصورة دى بتقتلني 🔪 😂,0
سقطت يا ابن الشكشوكه يا خول يا باطل يا لوطي انيك وشك العامل زي قنيطة الخنزير. اهداء لمحبينا و اهداء خاص لجرعه زايده 😘,1
اتفق وبقوة! فلسفه ورعان مانبي كل شوي طاير ومسوي انك فاهم اقسم بالله 85% فيكم عاهات ولا عندكم نظرة فنية ولا تفكرو تفكير صح مستقبلي كرة القدم و التكتيك والانسجام المبكر لها اساسيات الاهم منها الاستقرار. كفاية ورعنه انت هوا يا تشجع بعقل يا روح مدرج الاتحاد,1
وربي عيب كتبت الاتحاد ولا تعرفت عليه الشبكه لك الله ياعميد 👎,0
"وليد شكرا على المعلومة 👏, وخليك من هذة الفئة المريضة 💨 👞.",1
ميزة المراه انها على طول تسامح ☝ بس عيبها انها كل دقيقتين تذكرك انها سامحتك 🔪 🌚 💔 😂,0
بكرا علي اختبارين وبنام لين اريح راسي واستعد للمذاكره وبفجر بمخ اختي وعيالها ان صحوني بدون ما اصحى بنفسي 😡,0
بايع الكليجاوربي مو حلو لهدرجه مدري ايش شايفين فيهفيه كثير احلى منه 😷,0
عفيت منكم ياشذاذ الافاق يا جرذان يا 2% ياجيل الفيس بوك يا شماسة الواتس اها قلت لي شنو يا حسين خوجلي والطاهرة ب...,1
الي يقول يبي سيول وامطار يا انه حمار يا غبي يا جاهل يا كل ماذكر 🤗 🙂,1
ادفع 250 الف واحصل على الجنسية التركية واخرتها (يا معلم شاورما يا حلاق),1
هو الزبالك كدة.لازم يا تفويت يا تحكيم.امال يعني هياخد المركز التاني بمجهوده.?! اسماعيلي هيفوت للمختلط,1
قمة الاحراج 🐸 💔 لما حد يعطيك شي وانت تستحي وتقوله لا شكراا 🙂 ويقل لك لا مب لك بس امسكه شوي 😳 لعنبو ابليسك يا كلب كسرت خاطري. 💦 😂,1
اللي يصورون نفسهم وهم ينصحون البنات ترى اشكالكم مقززه 🤮 بايع الكليجا,1
يا ود انت يا عكليت بقيت زى حميدتى عارف نفسة مرفوض بقا كل يوم طالع بهجمة مرتدة لصالح الجماهير وتصيب هدفها. بدا يجد من يدافع له .ماشة معاهو باسطة حرامي الحميرمش حاجه تحيرالكيزان دايرين يضحكوا علينا تاني,1
تصبحون على خير يا صفويين يا قرامطة يا عيال المتعة,1
ان شاء الله ينزلوه ومانتجحفل 🐸 SiyahBeyazAşk,0
قولهم يا تريكه قولهم يا شوبير تاريخنا كله جي بالتزوير,1
يمه منكم وش ذاللعانه 😂 👊 👊,0
يا اهلاوي يا عره يا معرص احنا بنكسب بي التحكيم لو تعرف تكسب زاينا ابقا اكسب يا ابو خمسه ياكلب 😒 😒 الزمالك حسنيه اغادير,1
افعلها يا رانييري يا من دعست ميلن بارض الملعب ادعسهم ولا يتاهلون للابطال خلهم يدحدرون لليورباليغ مكانهم هنالك,1
ما تخرس يالا يا نايتي يا سيد امك وياروح امك! اهانو الاهلي ايه يالا انت واعي بتقول ايه ولا ايه ظروفك??! على كده لاعيبة الزمالك عايزين اعدام في ميدان عام بقى على اخفاقات السنين اللي فاتت! احترم اسيادك يا نايتي,1
شي لها ولا شي 👍 👎,0
كره كبير بكل للناس الي تقول يا عيت حنه ويا اطيب 😷,1
اشوف رموشها من تحت النظاره بلا استعباط 😡,1
حقين السحلية و البناتي خربوا الجو 😷,1
بايع الكليجاوالي خقو على بنت ترامب وينهم 😒 🔪 وقفت على ذا بس الصراحه وسيم ومز الله يحفظه لاهله ☺ ️,1
اشرف حاجة بتتهاجم اللي طرد الحرامية والكلاب والمرتشين والفاسدين بيتهاجم معاك يا خطيب في ضهرك يا اهلي الاهلي اشرف م.,1
"حتى الابتسامة اللي ابي اخذ اجرها, صاروا يفهمونها غلط 😡",0
طالت وشمخت 🔪 🔪,0
احيانا الموت ارحم من انك تسمع كلام يسم البدن من اقرب الناس لك 😣 😣 💔 💔 😪 😓 خلاص كفاية تراكم توجعونا بكلامكم 💔 🚶 ♀ ️ نجران الان,0
بايع الكليجاما الاسوا من المراهقات الي بالهاشتاق الا الخرفان الي حاطين صورهم ويتميلحون يعني اني احلى منه 🤦 ♂ ️ 🤢 😑 🤬 😤,1
حسبي الله عليكم م اكتفيتم باللي معكم? 😠,0
بايع الكليجا اوفر بعض البنات استحيت وانا مالي دخل شي يفشل 🤮,0
كسمك يا كلب مرتضي يا دلدول انت مش رمز للزمالك ده انت خول وعرص ادعم جروس,1
اي والله صادق ماعاد فيه شيء تقدر تتكلم فيهحتى اخبار النادي كارهينها 😷,0
وين الرواتب يا سرق يا مرتزقه يا خوارج العصر يا عبيد ايران,1
يعني يوم قريتي التحليل 👊 👊 اخترتي,0
ويشغل الولاعه ويطفيها 😣,0
ه اشتهر بسب فتيات 🙂 🔪 💔 بايع الكليجا,0
الكذب بريال عندكم يامطلقة 😂 👞,1
عاجل الرياض من الممكن ان يكون اجازه في الرياض 😷 🤒 🤒,0
لا تقولون بنت ترامب و بنت ترامب اللي سونه البنات العن من اللي سوه الشباب وقتها اللي قاعدين نشوفه مسخره و عيب الولد جاي يترزق الله اشغلنه عند رزقه 👎 👎 بايع الكليجا,0
الماي بارد 🤢,0
عساكم م تنظمو كونسرت مره ثانيه 🙂 🔪 SMTOWNinDubai,0
يا مندس يا حيوان امشي اشتري ليك حساب ما ممكن تكون فاتح ليك حساب قبل 15 يوم فكره انعل ابو مخك زاتو,1
الطريقه التانية pay pal بس دي اضمن 👊 👊 من البين100 مرة شهر كامل مدفوع,0
يا سوسن يا سوسو يا ذفتههااسترجلي شويه,1
يعني ماحدش سمع صوتك يا متحدث يا رسمي! هو مش فريق كفيلك اللي بياكلك عيش كسب ولا ايه! هي صدارة الدوري بال...,1
يا كلبة يا وقحة مستانسة بيومش لاني غايبة,1
شي يقهرك لمن واحد يقول اعطي نص ثروتي واعرف السر اللي تخفيه عني وثروته كلها نعجتين 🐐 🐐 وبطه 🦃 🌚 😜 🏃,0
خلوني اشوفكم يا عيال الكلب يا وضيعين يا فقر فايزين بكاس الملك وربي ما يفصل بيننا الا رب العباد,1
خطر 😠,0
احسن المفروض من زمان بشهر 10 بنسوق تخيلي تكوني في حال سبيلك وفجاة مدرعمه عليك سيارة بسبب الجوال خير 😡 🔪,0
يقلع ذا الاشكال المقرفه 😷,1
بعد تالق كوتينهو وديمبلي ❤ ️ انتظرو الاشاعات من الصحف والصحفيينللتذكير 👇 كسر عقد كوتينهو 500 مليون يورو 🐸,0
ليته يبيع حبحب 🔪 🔪,0
المشهد هذا في Route X ما صورتوش لاني نسوق! ما نعرفش لوقتاش الاستهانة بحياة الناس 😡,0
يا جبهة نهم يا اوقفتم المهازلبدون نهم لن نتحرر ابدا من رجس الحوثيكلمة وعشر سواء تسقط كل البلدان اذا سقطت العاصمةالحوثي اسقط صنعاء وما تم بعدها كان رتوش وفي ايام كان وصل لعدنتجميد جبهة نهم هي اكبر خيانة ومن يقف خلف ايقافها هو عدوك,1
وبعدين الجو حلو اوى 👊,0
قوليلي كدا انتي بتتكلمي منين 🐸,0
تايملاين اسوا من وجه رومن رينز على الصباح 😷,1
"قالت مريم ""ياليتني مت قبل هذا"" ولم تعلم ان في بطنها ""نبي"" 🤔 .بعض الكربات قد تحمل في طياتها كرامات 🖕 فلا تياسوا ان...",0
هو بيكى مؤدب كده ليه 😂 👊 Olympics EXO,0
المزح بالكتابة قد يفهم خطا بسببعدم توفر تعابير الوجه ونبرة الصوتفكن دقيقا باختيار كلماتك فاغلب الشعب نفسياات اي والله 🐸 💔 ۢ ͜ ☻ 💥,0
بايع الكليجا اسهم المحنة في ارتفاع 🖕,0
اللي يتغزلون لا من الرجل ولا من البنت غير مقبولة 😣 😣 يقهرون,0
صباح الزفت علي الصبح 😠,1
😍 👊 4 ⃣ يا لها من امسية رائعة في البيرنابيو! رباعية من الملكي! RMLiga,0
جدا وبكره يطلعع ويصير مشهور وبعدين يسوون حملة تبليك المشاهير الفلس 👊 😑,1
المشاهير يضحكون على ثقافة اللي يمشون ورى القطيع وهما اللي يدعموا القطيع 👎,1
وراك وراك 😂 😂 🔪 🔪,0
والله لو اعطيتوني المبلغ ماارسلت لك ربع رسالة فتاكدوا من معلوماتكم المغلوط فيها .صدقني اول مايوصلني المبلغ انا راح امسح الموقع هذا من جوالي للابد وش تبغى اكثر من كذا 😤,1
"اسمع يا متمرد يا تافه, بفضل الله مع صباح الغد نغزوكم ولا تغزونا. لم فروخك و شوف لنفسك حل, لم يبقى امامك بعون الله سوى.",1
الصراحه عيب يعني مو لهالدرجه صدق الي استحو ماتو 👎,1
شوف يا اصلي و يا اصلية. النظام دة لازم تعرف انو بيحنك في الوسخان. و الحقيقة انو شغال بحكومته عندنا ما نحن الشغالين عن.,1
وامس ما شربت ومابي تطلع لي حبوب 😡,0
اعرفها 😁 👊 بس برضوا ما تشبهها في,0
معك حق انا شفت الرجال عادي بس العالم مع الخيل ياشقراء تحسهم ماشافو بشر عايشين مع 🐒 طيرو الرجال وهو طبيعي مثله مثل غيره فيه ناس جميلين صح بس هذا عادي هم حطوه جمال يوسف 😂 ارزاق,0
يقول اشلون? قلت هلون 🔪 ونبدا اللقاءمنذ ان دخلت تويتر وانا اصارع ولا اكاد اقف حتى تتوالى علي الضربات! هل نهجي يعريكم?? ام املك من الشجاعة ما لا تملكون!? لماذا يشوه مشروع جلالة الملك الاصلاحي!? لماذا يبث في نفوسنا الياس1 ️ ⃣,0
"والله يافي ناس خساره فيهم حتى تسالين كيف حالهم او تفتحين معهم محادثه, وش هالمرض وش هالنفسياات 😷",0
بن سلمان تاج راسك يا عجوز ابليس يا كذابة داعش موجودة في العراق قبل ان يو.,1
كس امك يا ارزقى يا عديم الكرامة و المرؤة,1
