text,labels
ما كلنا حبيناه 👊 😂 😂,0
واضح 🔪 😂,0
الاحد غثيث حتى لو انه عطله 😷,0
نسميها.. 😭 😢 😠 تياترو مصر. 🙉 🙈 🙊,0
العب كمان خليهم يتوبوا ولاد 👠 😂,1
ياليتها تتكلم عادي اطنش الا تكفخني وتكفخ اختي معي والله رعب 🔪 ☹ ️ يوم نروح المدرسه نبكي ونفسيه زق من العنف اللي نحصله قدامنا,0
تلغفك اخاف ظلمته انا دعيت عليه 😤,0
انا مش حتجوز علشانالرجاله نكديين وخاينين وكدابيين ونحط تحت كدابيين دي 100 خط 🖐 😡,1
اطلاق 🚀 بنجاحولا زلنا نمنع انسان من رياضة على شاطئ ربنا بلا شرشف اسود 😒 الله يلعنكم على عمري اللي ضاع بقوانين همجية 😣,1
احتاج Netflix مو وقته يخلص بنص حماسي 😤 💔,0
وانت مالك قرفف 🤦 ♀ ️ 🙂 👊,1
والله منافسه بينه وبين سليطين على من يكون افضل نعال حق حمود زايد وحمود سلمان 😂 😂 المهم استمرو يانعل وعقبال متنحذفون بعد ماتنتهي صلاحيتكم 👞,1
ه توسوست و فات لحال 😾 👊 😸,0
الحين لو نظام شريفة المتاترك.فجاة.اصطلب ورجعله عقله واستحى عنفسه وندم وراح الرياض ونفذ ال1 ️ ⃣ 3 ️ ⃣ بند.هذيلا المرتزقة واولهم (الكراع) وين بيسيرون 😂 ياهم بياكلون نعل 👟 👡 👢 👞 ونتو بكرامةمقبلات بس.والباقي ⭕ ️,1
كل يوم بدعيلك 👊 انتي لا تطولي الغيبة 👊 👊 👊 😊 من الصبح كل هالضرب هشايفة كيف دعاء و ضرب هامزح معك 😊 من عيوني 💐 💐 ما انساكي من دعائي 💐 انتي تعرفي كم قيمتك عندي كبيرة 👍 رب السماوات والارض يرضى عليكي و يفرح قلبك 💐 💐 💐,0
طيب حفر الباطن غبار 😷,0
طقت كبدي من اليحيي ذا هف 🔪 🔪,0
مهرجاناتنا للاسف من انحطاط لانحطاط 👎,1
انت مش احلي حاجة ف حياه حد انت حبهان. 🐸,0
اذا كانو فيه ناس قليلين حيا تصيرين مثلهم 👎 🙂,1
اصدقا الوناسه وينهمبنات عندي موعد بالمستشفى من تروح معي هديل ابوي دخل غيبوبه نوره ولدي طاح ميسون حرارتي اربعين بنات خلاص اجلت الموعد 😒 طيب من تروح معي نتقهوى بكوفي 😏 هديل انا نوره انا ميسون انا سبحان الله يابنات الذين 👊,0
ه 👊,0
ودي بس اصيد مصصم هالصوره 😊 🔪,0
"نية سليمة مين يا خيي 😩 العالم مليء بالمرضى 😢 😢 انا بدي انشر تعميم كل سنة للمعلمين ""قل احسنت ي و امض... حفاظا على سلامتك 😠""",0
محد يحبك 😷,0
لا تييب طاريه 😡 🤬 هالزعطوط اغبى شخص عرفته,1
"حاولت اصدق بس ماكو دموع 🤦 ♂ ️ 🤦 ♂ ️ ""نعجز عن وصفك"" 😒 يا ريال اقرب وصف له هو 💩 وانت بكرامة",1
انا كلب اللي اسال هالاشكال 👊,1
كرهته 😤 والله لو تبيع مارشاميلو 🤫 اوص,1
بايع الكليجاتذكرت خرفنا حليمه وبنت ترامب مفشلين هالاشكال 🤮 🤮 يعني تجمتعو وبعدين?! وش الفايده?!,1
هذي اخرتها يا خشبطلعت ماوس كيبورد 👎,0
بايع الكليجا من زينه مساكينن اول مراا تشوفوا رجال 😷!.,0
هم ضد حماس ضد مقاومه ضد العرب والمسلمين ضد اي مسلم هم مع نتنياهو اللي قتل وشرد ملايين مسلمين وهلا بيعملوا انهم طيبين ومسالمين لليهود خليهم يجربوا حنية ليفيني 😡 😠 😠 😳,1
شباب اركدوا اسفهوهن تراهن يعاندن.من الحرة جعلهن للحرة اللي ما يقومن منها بنات الكلب.قسم بالله لو يجيها ما تشوف الا غبرتها شاردة.هن اخذنها فرصة تصفية حسابات وراء اليوزرات.والا الواقع مليان ملي من هالشكل واطلق قسم بالله يوميا نشوف.تفو تفو الله يمحاكن 😷 بايع الكليجا,1
انا بكره محاضرة الساعة 8 وبكره الصحيان بدرى بكره الصحيان اصلا وبكره الكلية وعاوزة انام وعاوزة اعيط انى صحيت 😣 😭,0
اصدقا الوناسه وينهمراحوا وصاروا اصدقاء المصالح 😕 😷,0
"بمناسبة الطفش,, - -اللي عنده سؤال يسال- اللي يحبني يقول احبك- اللي يبى فلوس يرسل نقطه • - اللى يرسل نقطه بحظره 🏃 ♂ ️ 🏃 ♂ ️ 🏃 ♂ ️ 😡",0
ما بنينا مسجد ترى ولا اعتمرنا عنها الخفيف معروف 😂 ولا سمينا ولدنا ع اسمه اكمل ولا اسكت 👊 🌚,0
الشاعر ناصر الوبير ومحمد ناصر الحربي شفتهم قدامي وافضل شاعرين عندي وربي استحيت اصورهم وهم مشهورين كيف هالمخفات تصور وتتغزل فيه! وين الحياء 😷 بايع الكليجا,1
لحول حتى هناا وصلتوه قسسم بالله قلة حيا الرجال رايح يترزق ربه والتافهين شغالين عشق وملعنه واضح انه متضايق من التصوير بس وش يفهم البقر الي عندنا 🤔 👎 بايع الكليجا,1
اللي باصصلي في حياتي ابوس قفاك ارحمني 😠 😠,1
يلا اي او لا 🙄 👊 مافهمت على شنو?,0
كيبياس اللحين ماخذه الايدولز تزيد شهرتهم ولا عشان تكسرهم? اول شي جون يوكيس بعده هانقيول واللحين تشان الله ياخذهم 😤 😤,1
جات الغثيثه 🤮,1
"بعد ما طردوا كوجيما, جالسين يستخدمون اسمه بشكل غير مباشر للتسويق للعبة. بجاحة 😤",1
"بفوق, كل اللي ع اديان شركيةبيعشوا اتباعهم عقدةالذنب ظلم.كالنصارى ف دينهمعيسى (النبي) اله وابن الله, اتقتل واتصلب (الالاه ابن الالاه) للتكفير ع سيئاتهم وهم اتولدوا مذنبين بالرغم م ان اتولدوا رضع ابرياء ثم يعكوا ويذنبوا ويجرموا ويفسدوا براحتهم بعد كدةف حياتهم, فهم كدةكدةمغفور لهم! وغيره 👎",1
حياتك23 مضاوي تكلمي زين الدلع وتغير الصوت 😱 😱 😡,0
بايع الكليجاحرام الرجال باين منحرج ومستحي من البنات اللي هجموا عليه ويصورونه اول مره تشوفون واحد حلو?? خلوه يترزق الله لاتتسببون بتقفيل رزقه خلوه بحاله وخوذوها من الاخر ماراح يتزوج وحده فيكم 🔪 🌚,0
بايع الكليجا اوفر يا جماعه والله فيه احلى 🔪,0
شع بالله ماخليتي لي شي حتى العيشه تبين تناشبيني فيها ي الشعنا 👊,1
شيتات 🤔 🤔 والله كبرتي ي صغننة وبقيتي ف كلية و بتقولي شيتات 👊 😂 😂 💚,0
لو قدها هات اخر copy عندك يلزمني 😂 👊,0
لا حول و لا قوة الا بالله كفاية ي بني هتدمر صحتك 😂 👊,0
اي والله جعله الموت الله ينزع روحه ويشل اطرافه وجعله الحادث الشنيع النذل النجس وجه السلوقي 👊,1
بايع الكليجا سلامات!? صح انه حلو بس مو لدرجه ذي اوفر مراا ترا 👎 👎,0
لا مش فاضية وبعدين اجمد كدة انت راجل 😠,0
المطبج جميل وانا اعشقه ولكن هل هذا صحيح 😣 😣,0
تورغوت مات 😳 😣 😔?,0
طب اعمل ايه طاه 😡,0
سو اختبرت. كان مره 💩. الحين رايحة الجيم عشان اطلع حرتي والعن حظي بطريقة صحية. واستعد للاختبار اللي بعده,0
مالي ومال العقارب مايعجبوني احب الجدي 😠 والقوس,0
بتضايق 🐸,0
لاتدخلين بالنوايا واحترمي نفسك من تكتبي شي وترى نتحاسب ع كل كلمه 👊 الصوره والتعليق قذف من ورى التريلات,1
خطره وين الدقله 😡 😡 😒 👊,0
😬 😠 تدور مشاكل وين التعادل .ذاك لعب وذا كرف 😤 😤,0
ايش المرض حقهم دا! 😷,0
اوف ويش ذا الملعون لاتسكت له 😠,1
اي وربك وتمنشن حساب مسمار وتقول ترا تحتي عيال وخاقه معه لعن الله اصلك 😷,1
"مابي اسمع اسمه! اغتث, اتجدى, يصيدني حارج. 🤮 🤢",1
اهم شي ذكور الشعب كله يستشرف وينزل فديوهات عن الاخلاق والحشمه 😂 🖕 بايع الكليجا,1
حمدلله والشكر الله لايبلنا يارب العالمين 😷 🤧 🇦 🇪 🤔,0
"""احنا في مصر بنشتغل عشان نجيب فلوس نروح بيها الشغل.!"" 👊 😂",0
اصدقا الوناسه وينهم الصديق الحقيقي هو ♡ القران الكريم ♡ نافع لك باذن من الله في الدنيا والاخرة 😣 😣 يارب اننا مقصرون الهتنا جوالات ي رب ي كريم تجعلنا من اهل القران ونلبس امهاتنا التاج باذن منك ي الله قولو امين 💫 💖 💖,0
متل ما عودناكم معانا مش حتقدر اتغمض عينيك 👉 شوفو لما الرجال كون تحت اقدام 👣 ستكم كاتيا الكعدي شو بكون وضعو (ذل وخنوع ومتل 🐶) (...,1
بمسك امصجمة واطلق كل واحد حاط اغاني عراقية بالعيد الوطني 👊,0
غباء اولا لبس الجيش مب لباسنا والاشكال مب اماراتية وثانيا نحنا مانقول ايه يالبغام العبوا غيرها 👎,1
هيدا نوره 😤,0
ورق عنب 😷 💔,0
هاي هذا انتم اذا احد انتقدكم قلتم خرفان. يعني اذا رديت وضحت صرت خروف 😣,1
ماني حيوان لكذا ماني موجوده 🙉 🚶 ♀ ️,0
"نعتزل مايؤذينا, ونفوق لنفسنا ومصلحتنا شويه بقا 🐸 🌚",0
مع زاتك بسس 😂 👊,0
الشكوى لله 🤣 🔪,0
😂 ولا ب ملايين 🙃 🔪,0
دة علي اساس انها مش شايله همك وهم عيالك وامك وابوك وعيالتك كلها 👊,0
ه سلمى 👊 😂,0
اغبى شي لما تتكلم مع احد وتقوله هذا عيب او حرام يقول لك فلان سواه gt; استشهاد ضعيف وساذج وغبي وللاسف كثرت هذي النوعيه بهالوقت 🖕,1
خلها على ربك انا مره علمت لم العيال بوحده الى اللحين لو ابي المسجد تركب معي السيارة 😣,0
ن 😒 👊,0
كم حاوية سترمى بها يا فضالة 👊 البدون في الكويت,1
بايع الكليجا الحين العربية بتستضيفه بكم تبيع الكليجا? كيف كنت تبيع? 😂 ماعندهم سالفة هالقناة 😷,0
معلش ي اصلي غبيه شويه 😡,1
بقى انت مش ه تحتفل بالفلانتين عشان بدعه 🐸 -امال انا يعنى اللى سينجل 😂 😂,0
اصبري يمسك جواله الاخ يقراء 😡,0
الطير بحب خناقه 😡 😡 صبااحو,0
للاسف كل حاجه الواحد بيحبها و يتعلق بيها بتروح منه 😣,0
قومي ارسمي حواجبك وطسي ع جامعتك 🤢 💔.,1
غصب عنك يا بيضه 👊,1
ابي اضمك 😣 🙈 🔥,0
جدا 💩 😂,0
اثقلي يابنت 👊 👊 😂,0
"و قريبا فيلم الموسم ""Dances with Boxes"" الرقص مع اللجان 😂 👊",0
في كل عائلة لازم يكون فيها .1- هتلر 😤 2- العريفي 😊 3- رابح صقر 🌚 4- مستر بن 😂 5- مسيلمه الكذاب 🤡 قبل ماتطلع. من انت ف...,0
الطليان 👎,1
ياخي كثير نسمع كذا ياخي وين عقولهم ذولي 😣,1
امباع 🐐 🐐 😂 😂 بايع الكليجا,1
حددي ساعة الصفر انا جاهز بدون اي مقاومه 😡 😡,0
عندي 37 طالب في الصف الاول وبعضهم من الجاليات غير العربية كيف نطبق مثل تلك البرامج 😣 😓,0
معلش 🐸,0
يع مالقيت الا عدنان ابراهيم 😷,1
"اتوقع الرجال كره حياته بكبرها من بعد التجمهر اللي صاير ""قلة حيا"" 🤢",1
😷 😂 ياربيه اللهم امين ان شاء الله هنتين ويزدداد فرح,0
يع العيال وصخين واحد ارسلتله سناب لي ولبنت خالتي قام يلمح لي انه يبغاني انا وهي بنفس الوقت 🤢,1
"بايع الكليجا اقسسمم بالله مهزله اللي صاير, شيء مقرف ومستقز من البنات 🔪 🤦 ♀ ️ قبل كل شيء تذكري انك مسلمة ومتحجبة وحجابك لازم يمنعك من هالتصرفات اللي تزيل حيائك, والانثى اهم صفاتها الحياء 👌",1
الظاهر ما جربتي شارع الامارات و شارع محمد بن زايد عندنا 😡,0
ومنين اجيب الحظ للحظه نحس!? 🔪,0
لولا العيب جان باشتري لي موترسيكل حق درب الدوام 😵 زحمة شارع البا اتييب الويعة 😤,0
بايع الكليجاالبنات اللي يصورن مشفوحات ومب شايفات بحياتهن زين يعع وقاحه 😷,1
استريح طال عمرك 😡,0
مفروض معد اتحمس للشيء لاني ادري انه بالاخير بيتكنسل 🙂 🔪,0
كلامك معناته تايد حركات البنات الي سووها والتجمهر واذا هذا عقلك وتفكيرك الله يعين الي حولك 👎,1
فى طريقى الى القاهرة 🛫 😬 😷 🤧,0
زمن الله يكفينا شره اللي نشوفه مخجل جدا جدا جدا 🤦 ♂ ️ 👎 بايع الكليجا,0
مش فاضي طول نهارنا عند 3D professional هالك حالك 🤷 ♂ ️ 😂 💔 💔 👊,0
بايع الكليجا خلو الناس تستانس ياخي ليش المثاليه هذي كلها واحنا عارفين وانتو عارفين انكم زيهم اذا شفتو احد حلو 🤢,0
جهاز بذاكرة 64 ورام 4 جيجا معد ياكل عيش مع باقي المنافسين 👎,0
"هاشم و شيماء على الصباح, Too much 😣",0
خلي اعضاء القروبات يقطون معك او احذفيهم 😡,0
كنت لما اتنرفز اقولك (يا ولد القحبة 😡) تعصب ومانكلم بعض ماتصدق ان امك قحبه الا لما ارسلك فيديو قاعدة على زبي وتخض طيزها,1
كم هو مؤلم ان تري فتاة مواليد 2003 تتلاعب بمشاعر بغل مواليد 1996 😅 🐸,1
وينك ي ام محمد 😂 👊 😂 😂,0
طب اقسم بالله انا في حد شاخخلي ف حياتي 😂 😂 👊,1
اكيد يرضي 😂 اجل الرسول بيرضيه ان البنت تتزوج اكراه او تمنع من شغلها و سفرها? و حبسها بالبيت?? 😷,0
ان شاء الله اخر عيد ميلاد معانا 👊,0
🖕 💩 💩 يا زبالة الملك,1
😂 🔪 🔪 ممتحنه هالعالم هالنتفه 🤐 🤐,0
موقفك من لغد لكح 🐷? نيوترال,1
انت فعلا جعري 🐕,1
طريقة احتفالي بالكويت امشي واكل بهالمطاعم 🐒 🌚,0
كانت باتلكلها 🤢,0
صلاه الجنازه القادمه انتفال الله ولا فالك 😕 👊 ي الله حسن الخاتمة.,0
اوك حلو ما قلنا لا بس فيه غيره اجمل باخلاقه الجمال جمال الروح وبعدين خفت البنات على وشو? اثقلو يا بنات. بعدين خلاص من الهرجه هذي كل يوم طالع لنا واحد هبيتو عليه وطلع ترند ☹ ️ 😂 💔 👊 بايع الكليجا,0
ويقولوا علينا خرفان. قسم بالله انهم بقر 🐄,1
تخصص ماث ولا اعرف اضرب واجمع 🔪 ❌ 💔,0
ماهو لازم تفهم ان لما ربنا يبعد عنك شخص وتتغير للاحسن من بعده يبقا الشخص ده زباله و بلاش قرف عصبتونى 😠,1
دس لايك 👎,0
تحذير من افة التدخين 😷 بجميع انواعهيوتيوب السلامة,0
"بايع الكليجا ماشوف الوسامة وينها ه اسم الله ""على الفضل 💔 🤮 😴",0
الفوت 😷 فوز بعد مغص!,0
بايع الكليجاانا البنت الوحيده الي اشوف بايع الكليجا (جيكر) 🤮,0
وعقلك كان فين من الاول يا سكر 😂 وانت تقدر تسعدها يافالح بس البداية غلط 👊 👊,0
مب عشانه رجال تبررون له.هي غلطت وهو غلط.صح تستاهل الكلام اللي جاها بس في نفس الوقت هو وال2 اللي معاه قلوا ادبهم.يتطنزون على شكلها من زينهم عاد كل واحد انتف من الثاني.والله الموضوع بكبره ماصخ وحركات يهال كم اعمارهم ذول 👎,0
جدول اليوم 180226 • اروح لبنات عمتي بلكي اغير جو • ارتب غرفتي 🦄,0
تبي التخلص من الكرش 😣 مجموعه التخلص من الكرش ✔ طبيعيه ليس لها اي اثار جانبية 🌵 نتائج مضمونه100% باذن الله ✅ لطلب والاستفسار...,0
يا كثرههم وياكرههم من الاعماق اصدقا الوناسه وينهم 🙃 🔪.,1
انا كانو بيسرقو مني الساندويش في المدرسة 😤 و عموما تكرار السرقة دليل على طعامة اكل امي 😌 ✌ هزقوني عشان اتشهر,0
"هل تعلم ان القرد 🐒 يبكي 😭 لحتى يموت اذا فارق حبيبته او تزوجت قردا اخر! اللهم قرد شبابنا 😊 مشاعرا ""وليس"" شكلا ""لاننا...",0
بايع الكليجامتزوجه وتطرده? الله يستر علينا بستره والله دنيا ينخاف منها 👎,0
صباح الخير. اللي داعي علي ما ارقد الليل! الله يسامحه 🙂 👊,0
يوم تبين تنامين ليه تواصلين ها 👊,0
يا ريت ينفع في كلية 😂 😂 حظك انتي معندكيش كلية 😄 👊,0
هذا الي جبتيه لنا 🤪 😂 👊,0
اقتراح 👎,0
يعع مره اوفرر 😂 😷 💔,0
ي صباح الرابر دام 😷,0
دخلت ف منشن الله يعينك ع لساننا احنا البنات 😡,1
هيه بعد جهااد دي ليلتك مهتعديش علي خير ✋ 💔 👊,0
يلعن ام الغش الممرض والممرضه يجلسون بالكافي وسوالف وفله ومحد يقولهم شي وانا لو يشوفوني مع شغاله جلدوني الف جلده وسجن 5 سنوات بالحاير 😂 😂 💔 🔪,1
خنتني 👊,0
من المؤسف ان تويتر لسه فيه الاشكال ذي 🖕,1
تويتر صار يسد النفس من هالهشتاقات السخيفة والدنيئة 😠,1
والله من الحره الي فيه طلع يهايط وجه الضفدع 🐸 ولا ماشاءالله على الرجال يجنن 😍,0
هيه الحمدلله 😷,0
🙄 اعقل ياولد 👊 👊 😂,0
شكل كلامي جرحك يالشيفة 😷,1
مساج سكسي وانا رافع سبعاوي 🙉 🙉 اللي يبغى مثله يجي خاص بصوره 😘 ❤ ️ يلا نمارس يلا نفسخ سالب موجب مبادل ممحون محنه نيك سك...,1
اشين احساس احساس الدوخه وانا جالسة 😣 يالطيف الطف.,0
"الواحد مو عارف شيبدا و شياخر اختبارين, تقرير, واجبات لها اول مالها اخر 👊 💔 💔",0
بايع الكليجاالهندي قاعد يثبت للمعزب ان الخروف 🐑 صار صديقه حتى ما يذبحه 😂 يذكرني ببعض البنات الي عنده خروف ما تبغى تفرط فيه 🤣 🤓,1
اترجاش تسمعيها قلتي مو جوي 🙂 🔪,0
شرايتس نروح للمنتجع نجلدهم مصخوها 😡,1
وش ذا المرض! 🤢,0
ه يمه ليش ☹ ️ 😂 اهم شي لا 👊 😒,0
بقوة 👎,0
موبيلي جيباه من اربع او خمس تيام يتكسر 😣 😣,0
تجي ماين كرافت? تخيل تصير 1trick reaper 🤢,0
بايع الكليجا صحيح ان القصمان فيهم جمال بس حنا وحنا بنات من القصيم ماسوينا كذا برجالنا شوية حيا وادب يكفي الرجال موضح انه عاقل وثقيل وشفيهم بنات الرياض وش ذا الهستره 👎,1
بالضبط بلوك 😂 👊,0
بنيدر نهدا عفيه ها 😂 👊 👊,0
ايه ولله لك هاد البروف الزفت تبعي الكل بالتانوي بيكرهو وبكل مره نفوت لعندو بيضلو عم يسبنا عكل شيء وداءما انا الضحية تبعو 😣 😣,1
كل واحد ونيته 😒 🔪,0
- بتخونيني بعد اللي عملته عشانك? - لا من قبل كدة والله 😂 😂 🖕,0
انا عارفه انهم قايمين بس متجطلين بغرفهم 😠,1
ياشيخه قولى الجدع هو مين حرام عليكى حطمتى اعصابه معلش ياكموله ربنا يصبرك 😡 😡 😉,0
وبنفس الوقت اكره اني اتكلم وجه لوجه احس ما فيه احد على جوي وما يستاهل اني اسولف واذا ارتحت معاد اسكت لكن بسرعة يتغير مزاجي وامل منه واتضايق اذا طلب مني اكلمه صوت! عجزت افهمني 😣,0
يلعن ام التخلف اللي بمدرستنا 😒 🔪,1
اذا اردت العيش .ستجده في المطبخ. 🙊 يعني بالله عليكم متوقعين مني حكمة هالوقت لا راتب ولا سفر. 👊 😭,0
اينو لي المبه 💡 الي بتشحن بالكهرباء عملنا فيها شنو??! 😂 ✌ 🔥 مع المكتشف حاسكو. ✅ 👊 👇 ما تنسو. Π ¶ 👈 غدا 👉....,0
اتمنى يلعبون على النهائي ويردون على هالعاهه الاعلاميه 😷 🤛,1
انا رقدت عن امتحان الميدتيرم ومالقيت عذر .كنت بنتحر بس هونت 😂 💔 😭 🔪,0
ابعدو حقين الانستقرام مني 😤,0
اجل المخالفات اللي جتنا قبل كذاوش وضعها 😡 بروفات يعني,0
سؤال يطرح نفسه ماده سوفتوير شن ادير عندنا في نظم 🤮 🤮 كلام واجد,0
ال 🐒 في 👁 👩 🦄 مشوها يونيكورن,0
كيكة السينابون نجحت يا گدعان 🐸 المكونات3 بيضكوب الا ربع سكر0.5 كوب زيتكوب حليبملعقه فانيلياملعقه كبيره بيكنج بودر...,0
هاي 👊,0
اوف ياخ 😤,0
الدقيقة 5 قال ايش. الحلواني بيحرجني. 😅 👊 طقطقة,0
مافتحت الكتاب وذاكرت مافتحته وش السواه 😣,0
هموت من البرد 😷 💔,0
معمل يحبني واحبه 😣,0
😂. تبيني. اقلج السر. في المنشن. يعني. 👊,0
حساب مزور يالمدرعمين 😂 👊,0
مايمدي نجي من المدرسه مروقين ويجي الصداع الزقق 😤,0
اتساءل كيف كان ليلة الماضية للايران والتركيا الذي كان بمثابة ليلة القدر 👊 😁 😁? لديكم الكثير والكثير لكي تتعلموا مني.,0
"واتصال مدير المسؤولية المجتمعية عليك صحيح وتم مرتين وعلى احداها شهود وهما عبدالعزيز الدهيش وفيصل بن سعيد, حتى ان الاتصال كان بجوال ابو يزيد ووقتها انت في المانيا. زارك مسؤول اللاعبين القدامىزارك نائب الرئيساتصل عليك مدير المسؤولية المجتمعيةلديك طرق تواصل مباشرةتغريدتك 👎",0
الله الله 🙉,0
وزود على هالصدمه سالفة فضايح التحرش اللي صايره بكوريا 😩 خوفي يطلعون اللي احبهم من ضمنهم 😣,0
نشبه 🤮,0
اذا تشوفين هذا جميل والله مشكله 😷,0
عشان تصدقوني اذا قلت ليكم اخاف من هالدكتور 🤕 خوفي ماكان عبث 🤢,0
دة الخازوق 😭 😤,0
وع تايمي كله ذا والكينغ ديد ترا يكفي اني منغثة منه 💩!,1
اللهم اني اسالك الصبر ياربي وش هالبروود الي فيه 🙂 🙂 🔪,1
الله يهديهن. انكتمنا 😷 😅 😅,0
الولد جالس يسترزق ربه ماسوء شي غلط البنات الي يصورون ايش قله الحيا الي فيك انت وهيا عيب والله عيب قله حيا مو طبيعيه يلعن ام المخفه 😤 🔪 🔪 بايع الكليجا,1
😅 شف بس من يتكلم والله محد يعرفه لا هو ولا منتخبه 😣 🤗 😅,0
نفسي اجرب شعور العيال اللي يشترون حمضيات ويجلسون عند باب البقاله 🌚 🔪?.,0
وكم جلطة تسببت بها 💪 وكم من ساهر سهر الليل مشجعا انمته والدمع بعينهوكم من منهق نهق بعد اللعبة وقال الريال محظوظاوكم من مخنوق اطفا التلفاز غاضبا عابسا وكم وكم وكم عن السرخيو راموس اتكلم راعي جلطات والكزاز والاكتئاب لمشجعين المقاطعه القذره9248 💩,1
'.نظافتك .ترى اهم من الماركات اللي تلبسها. 👊!,1
الله لا يوريك صوتي 🙉,0
تقهرني فيروز لما تقول حبيتك بالصيف 😒 تعالي الشرقية الظهر 🌚 و اذا فيك خير حبيه 😤 💔 😂 🤣 😅 🤣 😂 ضحكو ترا الدنيا لابقه 🔥 😂 قروب...,0
يارب تفهموايارب تعقلوايارب تقدروا بقى 😤,0
سكتي يله لاترادديني 😡,0
اه زي تمام صرماية بشار الكلب مهي برقبتك كمان يا عبد السفاح اتفوه عليك من دون الرجال 👊 👊,1
💩 💔 واضح انو طاقتي خلصت,0
قوليلي ي ويجا السنادي هحل ف الميد تيرم ولا بردو هعوض ف الفاينال 😂 😂 👊,0
🐏 فشله والله بايع الكليجا,1
"محاضرتي اللي 930 كانت معتذره فجاة ارسلت انه فيه محاضره, وانا كنت مخططه اداوم 12 عشان محاضره 1 خير ايش الهبل ذا 😤",1
بايع الكليجاهذا وهو مكشر ومتضايق وشلون لو ابتسم وش بتسون يامال اللي 😡,0
عاد الا هالخرا اخذ نصائح منه يجيني غثيان منه 🤮,1
الواحد كان كويس لحد ما شاف اعلان رمضان 🤕 🤕 😡,0
الضفادع 🐸 على اشكالها تقع 🤣,1
انت بالذات ببيعك دبل 😡,1
"- وانا مفيش كلام ممكن اكتبه يوصف اللي جوايا والله, مفيش حاجه احسن من اني التزم الصمت, يلا ابهروني كمان وكمان بافعالكم, وروني يلا. 👎 👎 😏 😏 💔",0
منوه 😷 🚀,0
يا ورع وش دخل الاتحاد بالموضوع قد كدا حارقكم 🐸,1
هيه اشوفج مب من شي مستحيه 😂 👊.,0
هيه عندهم. يصدروهن حقنا 🐸,0
مدري وش الزين فيه 😷 بايع الكليجا,0
الشيلات 😡,0
هذا معنف قلوب ومشاعر كل مشجعي النادي الاهلي 😷 وينكم عنه يا حقوق الانسان?! افضح معنفك,0
SMTOWNinDubaiحسبي الله من فتح وانا احاول وماقدرت ليش بس 4 ليعش 💔 الحين بنتاخر وننتظر لما يفتح عشان تذكره وحده ☻ 🔪 🔪,0
عادي بيننا 9 شهور مو شي 😡,0
تستاهل طعنه برجلي في بطنها على نطحة ام خروف ذيه 🐏 🐏,1
واكرهه يوم تعلق اغنيه بمخي 🙄 🔥 🔪,0
فنانه 👌 😂 🔪,0
ساره اختي ه ⛏ ⚒ 🔪,0
قول خاص طيب 🌚 👊,0
يعني الحين قلة الصحيح وتنتظر تصفيق النساء 👊 مارح يعطونك وجه حتى الاثيوبيات مادروا عنك,1
بسم الله هذا ايش ليه دوله تركته هذا عقابه حلق لحيه وينزل لبشت لي عليه 💔 😡,1
اخ ي قلبج علي شنو انتي وحده قبسه 😡 ولا في وحده تلبس دراعه لونها زيتي 😡,1
والله هالفترة بالذات ما يحتاج تعذرني ولا يحتاج ابررلك! خد فكرة سيئة عني وانقلع. 😤 👌,1
صباح شريف عفيف نقي بنقاء قلوبكم مع انى اشك ف كده 😂 👊,0
تربية رياضية .العيشة مره 😣 😩,0
نعاج الكليجا 🐏,1
غير صحيح. يبون تعطيهم تذاكر المباراه كامله جمهور تعود على البلي 😂 🐸,0
اعتقد 90 ٪ الشعب العراقي اصواتهم حلوه و 10 ٪ سيئة شعب كلهم مغنين واللي مو مغني صوته حلو 😤.,0
محاوله فاشله لفتح موضوع كع سيري والاعتراف بالمشاعر 👎,0
ه وبكره كمان استفزيني 👊 😊,0
مسوين ضجه قلت خليني اشوف تزوجت مين! 🙄 😅 🙂 🙊 هو اولا موفقه بحياتها مالنا دخل بس عاد امريكي! وبوسه قدام الخلق! 🤦 ♀ ️ لا حول الله كانت عاديه بنسبالي الان طاحت من عيني 👎 👌 انتي سعوديه مفروض م تسوي كدا داليا مبارك,1
"تدرون ليش مره ارسل كثير و مره لا?? لانه بكيفي والله 😜 😉 😂, صباحكم انا 😎 🔪",0
ليش تتغزل حريمك الاثنين والثلاث مو مالين عينك! حط فبالك تخون زوجتك ترا زوجتك بتخونك لامفرالدنيا سلف ودين وبتغزل بالحلوين دام اخرتها بتزوج خوان زيك 🔪,0
شفتي كيف القهر وهم يلعبون كره تحت الدار 😤 😤,0
ربع ما تاكله سيبقيك على قيد الحياه 💪 الثلاث الارباع الباقية ستبقي دكتورك على قيد الحياه 👎,0
واخرت الحب ده ايه. 😞 😏. خازوق شفاف عمره مايتشاف 🔞 😂 🐸 💔,0
🌚 🐸 و ما زلت,0
هذي اخرة من يسوي عمل الخير في السعودية الضاهر اخر مرة ودرس لصاحب المزرعة يفتح ابوابها لهم مرة ثانية فعلا خير تعمل زبالة تلاقي 😠,0
الساقط الاقط انت ياجزمه 👞,1
والله مافيه من الحلا شي اشوف شخص عادي 😑 👎 بايع الكليجا,0
لالا وين راح تفكيرك 🤦 ♀ ️ 😱 😂 👊,0
بكرهك انتي و نومك و شغلك و جامعتك 😡,1
ايه للاسف عالم قذر 🤢,1
